"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"7469","Indie","NE-HI","The Times I'm Not There","30lXd6GBXld0XQyOKE1Ku9",54,0.229,0.52,160821,0.49,0.234,"D",0.0886,-7.144,"Major",0.0455,190.378,"4/4",0.428
"7470","Country","LANCO","Born to Love You","77a5Eu7lC3tG0Sukt2O91U",72,0.13,0.659,230013,0.902,9.45e-05,"G",0.0574,-6.192,"Major",0.0296,124.985,"4/4",0.809
"7471","Children's Music","Music For Little People Choir","The Wheels On The Bus","22Bi2iPUJmr6OBNjUrB3MH",15,0.445,0.828,232960,0.434,0,"C",0.182,-10.588,"Major",0.198,92.123,"4/4",0.845
"7472","Dance","Alessia Cara","Four Pink Walls","1uhsZmDSSESFwDStDK6eYn",46,0.0121,0.584,211893,0.828,7.43e-06,"A",0.748,-4.886,"Minor",0.0695,87.512,"4/4",0.529
"7473","Movie","Henri Salvador","Cherche La Rose","7kpLof2n3OmbAbz9A7DADL",2,0.637,0.39,296880,0.293,0.000787,"D",0.298,-11.826,"Minor",0.0268,83.509,"4/4",0.117
"7474","World","Paul Baloche","How Great Thou Art","5FcLBY4WNXjCzuFuaWLA5I",38,0.00061,0.511,297133,0.935,2.39e-06,"A#",0.928,-4.743,"Major",0.0409,107.999,"4/4",0.511
"7475","Comedy","David Cross","Shaving The Pope's Pussy","70HyVvPDRFSRc2PkSRChtc",22,0.807,0.699,248173,0.517,0,"D#",0.516,-11.589,"Major",0.923,112.362,"5/4",0.337
"7476","Soundtrack","Ennio Morricone","Death Rides a Horse - Main Theme","1XzeUXHiKRf6YWY8O4FXBB",25,0.651,0.567,201720,0.773,0.00127,"E",0.0869,-6.534,"Major",0.0283,104.359,"4/4",0.37
"7477","Rock","Red Rider","Lunatic Fringe","4rAnSE0E0f33unxXsQa5Fr",52,0.105,0.487,263067,0.464,0.00017,"E",0.0767,-13.494,"Major",0.0353,97.53,"4/4",0.214
"7478","Reggae","Zebda","Tomber la chemise","7JGmpugbdiVWskY1S3EmTY",52,0.228,0.914,263800,0.78,5.02e-06,"A#",0.174,-5.459,"Minor",0.0368,133.01,"4/4",0.968
"7479","Jazz","Stan Forebee","Perfect Your Own","0ehy55QZL3X2oHqbmJwsbB",60,0.321,0.655,187141,0.318,0.857,"D",0.109,-11.929,"Minor",0.031,85.99,"4/4",0.592
"7480","Electronic","The Crystal Method","Ghost In The City","2Dkx6B5BZNmdQZDO8POsKJ",38,0.0235,0.594,330787,0.834,0.28,"F",0.258,-6.022,"Minor",0.0314,122.015,"4/4",0.233
"7481","Children’s Music","Creed","What If","22bX2FwXSvG49G0bPWm5nc",58,0.000127,0.433,318093,0.895,1.7e-05,"D",0.358,-5.548,"Minor",0.0588,149.896,"4/4",0.246
"7482","Movie","Frank Churchill","There's Trouble a-Brewin' - From ""Snow White and the Seven Dwarfs""/Score","2vqqZdmgym7TQzT38DcW4I",0,0.961,0.459,261627,0.185,0.629,"A#",0.0971,-11.992,"Minor",0.049,80.33,"3/4",0.395
"7483","Children’s Music","Brent Faiyaz","Around Me","7dQeS4ErW1iWvnKdrtKwKr",68,0.574,0.587,183022,0.177,5.54e-05,"C#",0.097,-12.522,"Major",0.0647,75.039,"4/4",0.125
"7484","Ska","Buck-O-Nine","Peach Fish","3YoB1olAlD7drr5Vz3Ix27",19,0.0301,0.638,204360,0.665,0.817,"B",0.131,-5.456,"Minor",0.0348,75.51,"4/4",0.603
"7485","Comedy","Robert Kelly","Massachusetts","4XbmFtjdDwLFbGdn7XeHA9",10,0.584,0.53,58745,0.522,0,"F",0.967,-13.766,"Major",0.931,101.803,"5/4",0.53
"7486","Anime","Goose house","言わせないでよ","34lMf00e5qGhYkNdMuDiLJ",18,0.362,0.595,233320,0.734,0,"F#",0.111,-5.758,"Major",0.0527,192.987,"4/4",0.459
"7487","Reggae","Bumpin Uglies","Serving","1A1DfK3mWhszkd1L10mpvg",31,0.823,0.836,168296,0.245,5.51e-05,"E",0.102,-11.576,"Major",0.125,143.398,"4/4",0.768
"7488","Anime","Ryuichi Sakamoto","Discovering River","5RtFSVUKK0IXsfGGeyGamS",22,0.908,0.203,71826,0.168,0.844,"A#",0.0937,-20.507,"Minor",0.0456,67.135,"5/4",0.0395
"7489","Classical","Vladimir Ashkenazy","Piano Concerto No.2 in G Major, Op. 44: I. Tempo giusto","6yCTGEk5MgiOEPJYcu0kyx",29,0.973,0.252,312900,0.248,0.879,"G",0.327,-12.096,"Major",0.0364,65.332,"4/4",0.0661
"7490","Children’s Music","Choker","Drift","4BNqWebyipWrMsupuTmKO9",52,0.749,0.334,215190,0.44,0.000607,"C",0.236,-9.857,"Major",0.0434,80.386,"4/4",0.376
"7491","Comedy","Tenacious D","Roadie","6PvjNYQ0cWU5zOyb3HUm7U",52,0.152,0.684,178547,0.535,0,"A",0.11,-5.789,"Major",0.0294,94.998,"4/4",0.627
"7492","R&B","PARTYNEXTDOOR","Better Man (feat. Rick Ross)","5mgC1uKXW7Gg2I0LJvdEcU",51,0.102,0.797,277243,0.574,0.000601,"B",0.154,-8.522,"Major",0.0884,89.98,"4/4",0.629
"7493","Children's Music","Kimbo Children's Music","Pop Goes the Piper (6/8 & 4/4)","3nqqhUnLafr4PMj3PgFofl",0,0.716,0.675,310440,0.408,0.169,"G",0.0718,-7.139,"Major",0.0741,125.331,"4/4",0.749
"7494","World","Ott","Roflcopter","3BrhdRWGi5Q5mTECg2Gsan",27,0.0012,0.64,441467,0.912,0.568,"G#",0.15,-8.259,"Minor",0.0369,135.02,"4/4",0.687
"7495","Children’s Music","Run The Jewels","Sea Legs","7AcYguqbJKHtYLbGLJqa9U",48,0.00288,0.717,220040,0.72,0,"C#",0.327,-5.983,"Major",0.0567,130.073,"4/4",0.0714
"7496","Movie","Henri Salvador","Une île au soleil","3U2XHnoJXDvqsEAz8qR2mm",2,0.86,0.402,140400,0.312,1.6e-05,"A#",0.138,-11.18,"Major",0.0568,68.057,"3/4",0.518
"7497","Hip-Hop","Waka Flocka Flame","Flava","7ji40oy9LRWpZ41vnMOodo",52,0.0313,0.723,155586,0.837,0,"C",0.265,-5.061,"Major",0.118,145.062,"4/4",0.66
"7498","Indie","BØRNS","Blue Madonna","4JEhFF1J95HoXuuXkyxMyS",48,0.607,0.771,139604,0.394,0.00449,"C",0.103,-10.577,"Major",0.0349,123.961,"4/4",0.629
"7499","Indie","Pixies","Debaser","3FzKPS0oVknVlCW3PhxIHl",64,0.000427,0.487,173173,0.884,0.402,"F",0.0954,-11.995,"Major",0.0425,135.533,"4/4",0.569
"7500","Reggae","311","Uncalm","0KZ0qu6kEhVruGG0eXOK9v",38,0.00251,0.562,191200,0.843,2.48e-06,"C#",0.094,-6.874,"Minor",0.0358,170.086,"4/4",0.559
"7501","Hip-Hop","Vince Staples","Relay","02sObHgWwieFWa9zWIi6gF",57,0.0524,0.772,137813,0.837,0,"D",0.585,-3.745,"Major",0.213,160.024,"4/4",0.27
"7502","Anime","Capcom Sound Team","ネヴァン戦闘","20A61JdQf4JSkz8oTNJTfr",12,1.77e-05,0.46,208280,0.976,0.848,"G",0.0816,-8.776,"Major",0.0482,152.577,"4/4",0.724
"7503","Comedy","Andrew Dice Clay","Critics - Live at Dangerfield's/1993","7GxvMgKnnzZmxoioII4UkZ",9,0.402,0.718,202040,0.474,0,"A#",0.379,-10.946,"Major",0.728,88.91,"4/4",0.631
"7504","Reggae","Toots & The Maytals","True Love Is Hard to Find","75QXIBj3OiRqmnl5xwJmds",27,0.366,0.655,202920,0.56,1.96e-05,"D",0.233,-5.103,"Major",0.0337,89.584,"4/4",0.202
"7505","Rap","Disturbed","The Night","4pADXqX5x76fDS8RmyvgwO",59,0.000426,0.448,286000,0.976,0.000182,"C",0.0884,-3.649,"Major",0.0749,184.076,"4/4",0.585
"7506","Anime","The Winking Owl","Sparkle Light","47sohv5VFYwm24JRhCz3KF",22,0.000433,0.376,193133,0.979,1.34e-06,"C#",0.309,-2.689,"Minor",0.167,195.915,"4/4",0.37
"7507","Soundtrack","Ramin Djawadi","We’ll Meet Again","6g9vpNNgjOOEdBM05cMvYs",31,0.743,0.126,190573,0.116,0.928,"A",0.0902,-17.388,"Minor",0.0423,84.739,"3/4",0.0355
"7508","Classical","Wolfgang Amadeus Mozart","String Quartet No. 3 in G Major, K. 156: I. Presto","2j0OVOEgP7cVfmL3Ui1TXH",25,0.978,0.385,186000,0.124,0.684,"D",0.252,-18.885,"Major",0.0381,124.368,"3/4",0.448
"7509","Dance","DJ Khaled","Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)","4o1zYFH5QWKu3E4MiC6lgE",49,0.106,0.413,281980,0.928,0,"A",0.331,-3.671,"Major",0.321,83.203,"4/4",0.469
"7510","Rock","Steve Winwood","While You See A Chance","3O454S9h7LuY4x6cBpnVDv",60,0.304,0.611,313493,0.584,0.000332,"D",0.0578,-12.108,"Major",0.0279,128.575,"4/4",0.421
"7511","Indie","Bonny Doon","A Lotta Things","0aEwbmIKDdv94O1sm38Y2B",53,0.0584,0.482,198380,0.472,0.169,"D",0.112,-7.979,"Major",0.0258,144.912,"4/4",0.341
"7512","Alternative","The Cult","Love Removal Machine","3w6URtAxoSs2JAw9PvYhbH",49,0.00205,0.335,257440,0.834,0.000225,"G",0.124,-7.829,"Major",0.0937,137.059,"4/4",0.62
"7513","Comedy","Dave Attell","Smoking","3WX4hkQElGnf3DmYuEHkvW",27,0.772,0.516,62733,0.572,0,"C#",0.829,-14.155,"Major",0.949,87.206,"4/4",0.523
"7514","Country","Carrie Underwood","Last Name","1ePtWetZ9PTQhQHjm7I3oQ",51,0.2,0.427,240733,0.883,0,"D#",0.105,-1.936,"Major",0.102,159.91,"4/4",0.724
"7515","Classical","Howard Shore","Shelob The Great","42sJ8y5Z3lUkmWFRdUUaUI",35,0.76,0.149,312973,0.331,0.891,"E",0.116,-14.613,"Minor",0.0359,91.416,"3/4",0.0394
"7516","Reggae","Ky-Mani Marley","The Conversation","3ih3YOKHm2jVyMa4sKruhX",31,0.029,0.526,280947,0.57,0,"F",0.0523,-8.287,"Minor",0.148,84.959,"4/4",0.334
"7517","Rap","Migos","Kelly Price (feat. Travis Scott)","204U3zjm9kkzX25Pr4Rdld",68,0.53,0.745,363934,0.685,0,"E",0.176,-5.7,"Minor",0.0313,121.977,"4/4",0.437
"7518","Anime","Masakatsu Takagi","Future Nursery","3wz0xcaOrep45ZjBbnSAHi",9,0.979,0.197,158387,0.112,0.952,"C#",0.105,-17.292,"Major",0.0493,197.232,"3/4",0.0747
"7519","Reggaeton","Mackie","Ultima Hora","0dYVthtJea1sfoxIEzqCPw",43,0.118,0.906,248825,0.695,1.17e-06,"C#",0.0473,-3.788,"Minor",0.127,93.98,"4/4",0.73
"7520","Children’s Music","We Are Messengers","The Devil Is A Liar","7wJ4wkGUIz1ROkq3CQUaEh",46,0.00817,0.52,224840,0.742,0,"C#",0.0736,-6.916,"Minor",0.0408,157.173,"4/4",0.513
"7521","R&B","Majid Jordan","Pacifico","6rhUGIxFVgYjGPFsZfwUxL",44,8.12e-05,0.61,275827,0.692,1.35e-05,"C",0.698,-7.965,"Major",0.0863,100.151,"4/4",0.19
"7522","Hip-Hop","Jill Scott","Golden","0bHs3ly4Bv5BlzE3KrePfX",53,0.259,0.77,231560,0.584,1.44e-06,"A#",0.0725,-6.259,"Minor",0.0967,99.985,"4/4",0.589
"7523","Soul","BANKS","Someone New","7DF2SSCuHoniuh5sPeMvkv",59,0.923,0.581,281018,0.225,0.000216,"F#",0.117,-12.764,"Minor",0.0333,87.12,"4/4",0.373
"7524","Reggaeton","Almighty","8 Remix","5Rgufk10YnTS4vpL7QFVIe",51,0.247,0.793,506483,0.723,0,"C#",0.129,-5.104,"Major",0.268,144.975,"4/4",0.479
"7525","Hip-Hop","Gucci Mane","Kept Back (feat. Lil Pump) - Bonus Track","384Oc8MQzITdL2DGyCeivN",70,0.0713,0.907,177652,0.637,0,"A#",0.0816,-5.498,"Major",0.117,130.012,"4/4",0.496
"7526","Blues","Steely Dan","Brooklyn (Owes The Charmer Under Me)","5w6AGoRTmtlLK89lhrupBR",43,0.534,0.633,261133,0.475,6.79e-05,"F",0.159,-11.447,"Major",0.0238,105.442,"4/4",0.643
"7527","Anime","Hachioji P","Weekender Girl","1ezXW6syS9nqHhh6f2WJQf",33,0.111,0.592,211128,0.911,0,"A",0.0661,-4.152,"Major",0.0697,131.963,"4/4",0.786
"7528","Alternative","Catfish and the Bottlemen","Anything","1JblvWxcwHXMLth0c6ssFy",56,0.000786,0.507,249480,0.824,0.000446,"F#",0.0941,-6.006,"Minor",0.0428,143.648,"4/4",0.312
"7529","Folk","Sylvan Esso","Play It Right","4ZLkFtuDGGbPP4XEsx593Y",48,0.601,0.617,184600,0.51,0.00523,"F",0.0919,-9.039,"Major",0.0433,132.025,"4/4",0.159
"7530","Blues","LaVern Baker","Jim Dandy","7004I49tDafH7LqMNQaD7N",27,0.763,0.626,130947,0.768,0,"C#",0.384,-7.925,"Major",0.197,171.459,"4/4",0.912
"7531","Reggaeton","Juhn","En Las Nubes (feat. Quimico Ultra Mega)","1t4giQTCk6JB57ZaF70sug",40,0.035,0.809,202126,0.612,0,"D",0.266,-7.028,"Major",0.161,125.816,"4/4",0.391
"7532","Dance","Shakira","Perro Fiel (feat. Nicky Jam)","70lnL3QaSOIIyMa2X9aVRL",75,0.187,0.75,195213,0.76,0,"C#",0.0548,-4.836,"Major",0.198,183.817,"4/4",0.893
"7533","Soul","Rag'n'Bone Man","Grace","08w1hnWW4GhVm61DoVojsY",61,0.689,0.519,211067,0.461,0,"F",0.29,-9.525,"Major",0.0337,79.036,"4/4",0.361
"7534","Soul","Amp Fiddler","Through Your Soul","3UZ4hhkc3D6IF1xNLtkrDr",46,0.199,0.85,285161,0.491,0.00326,"E",0.123,-3.802,"Minor",0.0843,95.028,"4/4",0.769
"7535","Jazz","Joanne Brackeen","Dreamers","6FDHtJnP1Lux9pIHpiH0Hi",40,0.938,0.422,333000,0.261,0.919,"D",0.137,-16.795,"Major",0.0337,115.136,"4/4",0.177
"7536","Alternative","Papa Roach","Scars - Acoustic Version","1OgVn5JlibjTJC6JUpSg6i",55,0.297,0.576,190973,0.411,0,"B",0.202,-9.144,"Major",0.0333,86.074,"4/4",0.522
"7537","Reggae","Sublime","Saw Red","2OdhuqhlfGQf3kNaRcTyYz",37,0.00628,0.512,117747,0.795,0.0698,"F",0.331,-7.453,"Major",0.138,108.354,"4/4",0.812
"7538","Soul","Donell Jones","Have You Seen Her","2nRFniype2Uu1R7W5tjhg7",52,0.0314,0.742,222267,0.442,0,"B",0.357,-6.606,"Minor",0.0658,123.639,"4/4",0.568
"7539","Alternative","Foreign Air","In the Shadows","06KTcf9q6ef0rEYPgjOKl3",50,0.156,0.603,233927,0.756,0.866,"C",0.11,-8.005,"Major",0.035,116.049,"4/4",0.146
"7540","Indie","Mitski","Old Friend","5wmn1zWhSSDLUmLLwYO9Rj",56,0.356,0.577,112910,0.448,1.38e-05,"A#",0.218,-9.126,"Major",0.0228,89.931,"4/4",0.327
"7541","R&B","Baro","LAY U DOWN//SEXY","3nUyvBMUBzUhFLWdfo4wz4",42,0.0876,0.482,225173,0.359,0.0333,"G#",0.33,-9.81,"Major",0.0521,110.237,"4/4",0.263
"7542","World","Eno Moebius Roedelius","The Shade","6qXGicoirUZIoPKtlSztIJ",26,0.908,0.292,191000,0.0721,0.893,"C",0.111,-21.753,"Major",0.0388,70.561,"4/4",0.058
"7543","Rap","TLC","Creep","1aWV3uY3SIEZVbmv45oFWS",68,0.0193,0.811,268533,0.458,1.41e-06,"F",0.0526,-9.688,"Minor",0.0402,92.94,"4/4",0.797
"7544","World","Benjy Wertheimer","One River","6epIhVc3Zn6AUZ27EsOLZt",50,0.934,0.687,424240,0.26,0.929,"D",0.0822,-18.384,"Major",0.044,155.017,"3/4",0.454
"7545","Anime","MY FIRST STORY","Room","6l4823YeFbd00tL4snuUFP",26,0.00326,0.521,215200,0.952,0,"C#",0.0589,-4.569,"Minor",0.31,114.951,"4/4",0.258
"7546","Soundtrack","Tyler Bates","Groot Cocoon","6L6FAYSj4dSi3yIa8qPxHR",27,0.798,0.15,149320,0.342,0.966,"G#",0.0942,-13.274,"Major",0.039,138.572,"5/4",0.0388
"7547","Dance","Nicki Minaj","Big Daddy","7spxYjVBMBaL7HIrpKJCVc",45,0.0901,0.803,199707,0.66,0,"G#",0.115,-5.671,"Major",0.152,114.06,"4/4",0.207
"7548","Soul","The Internet","Next Time / Humble Pie","18q3Snk21t9JruunyQ9xNT",51,0.574,0.45,340800,0.616,0.464,"F",0.12,-8.675,"Major",0.0846,154.036,"4/4",0.84
"7549","Electronic","Gramatik","Some Breaks","6EmRNg0wTSpHPZ2WYGRAYr",32,0.0382,0.875,129309,0.84,0.9,"A#",0.0911,-6.476,"Minor",0.0502,126.206,"4/4",0.98
"7550","Rap","Kanye West","All Falls Down","2cYZpcIV39X48RnOFM7w2V",70,0.184,0.643,223507,0.717,0,"G#",0.152,-4.876,"Minor",0.506,90.893,"4/4",0.46
"7551","Ska","The Bouncing Souls","The Pizza Song","0hqoxp4aWHYdJOUOmBqV4P",31,0.0511,0.634,223253,0.851,0,"C",0.331,-5.147,"Major",0.0303,127.046,"4/4",0.87
"7552","Soul","The Isley Brothers","It's Your Thing","2oezpnnea1VXHpJEbqnBhw",60,0.0777,0.378,166507,0.682,2.83e-06,"A#",0.0573,-10.228,"Major",0.124,185.273,"4/4",0.89
"7553","Pop","Boys Like Girls","Love Drunk","20X9OeC606XNwEtDBOym5u",62,0.00177,0.44,226707,0.976,3.39e-06,"A#",0.16,-3.17,"Major",0.141,150.005,"4/4",0.412
"7554","Jazz","Miles Davis","Dear Old Stockholm","1d0NjHhCDKCKZIbws021xD",35,0.525,0.595,468667,0.343,0.000838,"A",0.161,-11.158,"Minor",0.0694,80.185,"4/4",0.338
"7555","Anime","Hitoshizuku,Yama","Party×Party","0ZmoP8er16GcUglbOdSgoY",29,0.015,0.554,219000,0.886,0,"C",0.342,-3.576,"Minor",0.0745,105.971,"4/4",0.762
"7556","Rock","Skillet","Stars","6VMT3SzIMbNoR5lsUsniQY",59,0.000376,0.475,225853,0.835,7.91e-05,"B",0.123,-5.366,"Major",0.0427,74.971,"4/4",0.473
"7557","Rock","Modest Mouse","Dashboard","0Fe3WxeO6lZZxj7ytvbDUh",62,0.00963,0.639,246173,0.903,7.06e-05,"B",0.174,-5.013,"Minor",0.0371,135.938,"4/4",0.96
"7558","R&B","Moods","Comfortable","4KwAWzZmIMG8YsoMTE6UKv",60,0.293,0.711,216929,0.38,0.0318,"B",0.115,-10.463,"Minor",0.0367,82.045,"4/4",0.22
"7559","Comedy","Chris Hardwick","Inflatable Lady","1EoLs7uUSa0s7aelUVrYf0",24,0.823,0.552,387228,0.885,0,"G#",0.661,-6.566,"Major",0.957,85.421,"4/4",0.286
"7560","Anime","Sukima Switch","ボクノート - 10th Anniversary Arena Tour 2013 ""POPMAN'S WORLD""","4C6gbJQtsC8T5wQbPnr9bP",45,0.347,0.349,351093,0.739,0,"A#",0.686,-6.636,"Major",0.0471,163.196,"4/4",0.437
"7561","Reggae","Gyptian","Sensi","10rT34ZwmF3haAKX2WZljV",28,0.0658,0.768,164107,0.605,0,"C",0.0853,-6.532,"Major",0.051,141.047,"4/4",0.962
"7562","Electronic","The Avalanches","Live A Lifetime Love","1P2i65tYEBfeRBZupkAVvL",34,0.176,0.516,150787,0.83,0.000132,"A#",0.883,-8.539,"Minor",0.196,134.276,"4/4",0.312
"7563","Children's Music","Hi-5","Sea Symphony","1xD9OyHxI1J6d99mstQLYF",11,0.328,0.696,66333,0.773,0,"C",0.105,-6.135,"Major",0.0496,143.946,"4/4",0.508
"7564","Blues","Delta Moon","Clear Blue Flame","6RFjmvF6HJVgOW92YRiHMW",30,0.333,0.484,247893,0.612,0.0306,"G",0.228,-7.376,"Major",0.0255,150.2,"4/4",0.587
"7565","Rap","Hollywood Undead","I Don’t Wanna Die","0AHJTnZiaOO4FhTJZxNQ9j",55,0.0305,0.645,238573,0.896,0,"A#",0.186,-3.931,"Minor",0.0976,139.992,"4/4",0.587
"7566","Hip-Hop","A Tribe Called Quest","Conrad Tokyo","3MDcFMG1AYBPcRpYOdwDYl",48,0.602,0.675,211987,0.608,0.0387,"C#",0.103,-7.233,"Major",0.0836,95.245,"4/4",0.24
"7567","Rap","Machine Gun Kelly","RAP DEVIL","63TyoT9Ee03rQxv8xmdJ2l",73,0.217,0.895,286117,0.839,3e-06,"C",0.239,-4.512,"Major",0.227,149.951,"4/4",0.756
"7568","Children’s Music","The Story So Far","High Regard","4nzZ4QWnSt8I3MJ39UfXdN",48,0.000849,0.443,231653,0.996,0.002,"G",0.353,-2.994,"Major",0.0823,157.99,"4/4",0.437
"7569","Movie","Julie Andrews","Impossible! It's Possible!","0iC5fVF06SIszsaFgrluGD",4,0.799,0.58,227400,0.268,0,"F",0.362,-14.825,"Major",0.0797,124.598,"4/4",0.591
"7570","Reggae","Fortunate Youth","Some Might Say","28U05BVPtTYBtgV4bjPpiD",25,0.0645,0.692,235704,0.819,1.71e-05,"B",0.078,-5.362,"Minor",0.0629,80.935,"4/4",0.783
"7571","Blues","Phish","Waste","6dKntZwVJx0QLX6IM19gC7",46,0.637,0.534,290107,0.39,0.000759,"F",0.0961,-10.49,"Major",0.027,142.878,"4/4",0.213
"7572","Dance","Aqua","My Oh My","3vV2Gu4JlRaeHfJxg2Z1dk",44,0.112,0.722,204720,0.925,0.000718,"D",0.0892,-7.649,"Minor",0.0345,133.006,"4/4",0.953
"7573","Soundtrack","Max Richter","Chorale / glow - Pt. 11","3tpPxWznce0LvGsnaTooLo",34,0.771,0.195,120000,0.203,0.769,"F",0.111,-26.602,"Major",0.0458,70.177,"3/4",0.0366
"7574","R&B","Mariah Carey","Fly Like A Bird","7FE5kIgUX01HdQQyg1M26n",41,0.53,0.543,233733,0.643,0,"F#",0.325,-5.103,"Major",0.0444,79.819,"4/4",0.705
"7575","Electronic","The Knife","Heartbeats","2YacpExEbX9tF8IbFlFOo4",54,0.0209,0.649,231853,0.753,5.81e-05,"G#",0.105,-4.875,"Major",0.0319,87.99,"4/4",0.46
"7576","Pop","Fleet Foxes","Blue Ridge Mountains","03CMUlyOZzrNXJnb8Vzm4l",60,0.688,0.524,265773,0.446,0.000745,"G#",0.101,-7.823,"Minor",0.0275,97.856,"4/4",0.272
"7577","Electronic","Hybrid","We Are Fearless","4Bc7c7hdtefSzyVIwyNHBa",33,0.00016,0.504,379167,0.874,0.305,"C",0.373,-8.169,"Minor",0.044,122.008,"4/4",0.0485
"7578","Pop","Sevyn Streeter","Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign)","4Azuz4REHZN5bwgGcWGXnE",65,0.0308,0.684,214254,0.526,0,"C#",0.306,-4.982,"Minor",0.0335,91.812,"4/4",0.495
"7579","Pop","BTS","Outro: Wings","1yEzWCIc2MUt9Fw1p25YUo",65,0.00503,0.654,225447,0.903,0,"B",0.0875,-3.117,"Minor",0.121,124.988,"4/4",0.659
"7580","Anime","Do As Infinity","Desire","2goFH4qme4CUSiMPL6HXSx",19,0.891,0.602,277773,0.338,1.99e-05,"C#",0.183,-11.769,"Minor",0.0331,103.984,"4/4",0.305
"7581","Reggae","Bob Marley & The Wailers","One Love / People Get Ready Dub","3ArtcdkD0SA4diq2ggBQHi",27,0.0143,0.709,227533,0.532,0.123,"A#",0.271,-11.22,"Minor",0.154,76.063,"4/4",0.559
"7582","Soul","Amy Winehouse","Stronger Than Me - Later With Jools Holland, London / 2003","2Ed07HGaDuZGrDYAFG1BdC",36,0.275,0.792,231547,0.481,5.28e-05,"A",0.978,-8.138,"Minor",0.0953,91.045,"4/4",0.727
"7583","Comedy","Kathleen Madigan","Aliens","0PxLA0B2o4PHEWErc0mWcN",16,0.881,0.455,168160,0.242,0,"C#",0.862,-26.169,"Major",0.953,84.067,"4/4",0.43
"7584","World","Skee Mask","Dial 274","5lT8D4uf23CMT9E9QhuSeF",39,0.000321,0.648,366093,0.708,0.806,"F#",0.673,-9.083,"Minor",0.0397,132.005,"4/4",0.253
"7585","Opera","Adolphe Adam","Cantique de Noël ""O Holy Night"" - Bonus Track","3JIuNlQjf0btvMkQub3sx0",9,0.975,0.259,159293,0.181,0.0056,"E",0.111,-15.074,"Major",0.0383,63.505,"5/4",0.0884
"7586","Dance","Far East Movement","Live My Life","5MWx5bkuRauFJenpG1w5wt",50,0.00289,0.683,237107,0.804,0,"A",0.0949,-6.592,"Minor",0.0849,128.006,"4/4",0.522
"7587","Electronic","Fatboy Slim","Jin Go Lo Ba","1xINwKTH0VwPLPxy35zdv0",21,0.0019,0.43,280533,0.909,0.868,"C#",0.194,-5.953,"Minor",0.0612,127.014,"4/4",0.34
"7588","Pop","SUNMI","Siren","2EK48RuuE8HHMDzD2rEDqL",73,0.0142,0.61,199134,0.905,0,"A",0.0592,-3.686,"Minor",0.0369,122.012,"4/4",0.521
"7589","Soundtrack","Randy Newman","You've Got a Friend in Me - Remastered 2015","6lXQWATvzJE5nnuztROJIi",58,0.826,0.64,124653,0.45,0,"D#",0.306,-8.59,"Major",0.0309,116.246,"4/4",0.468
"7590","Reggae","Fortunate Youth","All Night (feat. the Expanders)","00PgSz71wq7kkcWvyhZ0vB",26,0.224,0.603,206013,0.809,0.0268,"C#",0.164,-3.583,"Major",0.111,82.644,"4/4",0.846
"7591","Classical","Anton Webern","Symphony, Op. 21: I. Ruhig, schreitend","0pZj1EabR5zgWp1PiSkBhG",25,0.956,0.177,454827,0.00179,0.00485,"G",0.167,-36.315,"Major",0.0458,77.803,"4/4",0.0348
"7592","Hip-Hop","Ivy Queen","Quiero Bailar","4HNlRF6Nux7jU68kTpX7CP",53,0.283,0.815,183053,0.826,0,"F",0.256,-5.217,"Major",0.155,95.031,"4/4",0.737
"7593","Reggaeton","Baby Rasta","Tu Y Quien Mas","1dAIQRycJdWvCOKa5PrqWc",20,0.00797,0.818,189227,0.672,0.0983,"C#",0.0652,-8.805,"Major",0.117,90.01,"4/4",0.68
"7594","Ska","NOFX","Pimps and Hookers","5zK23f9od8iLzzpO9lzl7u",36,0.000102,0.301,133760,0.981,1.45e-05,"C",0.137,-3.72,"Major",0.085,178.869,"4/4",0.625
"7595","Reggae","Wookiefoot","Loose Your Mind","0q9tRpUgoGbnb9lTIGltkS",33,0.133,0.594,248789,0.602,0,"D",0.124,-6.871,"Major",0.0312,80.024,"4/4",0.076
"7596","Anime","SID","Garasuno Hitomi","3HgFbIMoiOWOqx6UsGeU4A",25,0.02,0.39,240933,0.941,3.96e-06,"A#",0.0861,-3.601,"Major",0.0674,180.149,"4/4",0.66
"7597","Movie","Marcel Boungou","Amazing Grace","6Fx5m55S7Qjrbr4AnnNNK2",2,0.855,0.295,327733,0.249,0,"F",0.903,-8.126,"Major",0.0402,82.408,"4/4",0.161
"7598","Blues","Derek & The Dominos","Got To Get Better In A Little While - Remixed / 40th Anniversary Version / 2010 Remastered","4qJiEBTc44kHSb8S0BkC3u",30,0.0268,0.45,364693,0.907,0.409,"D",0.254,-6.983,"Major",0.0448,88.925,"4/4",0.766
"7599","Soul","Surfaces","Be Alright","7wicS9jiXpsk5gP1iZgrdJ",51,0.391,0.744,200596,0.627,0.00203,"D",0.093,-6.689,"Major",0.163,149.817,"4/4",0.476
"7600","Pop","mansionz","Rich White Girls","1CAijerspiGnyZHAVsGNL1",64,0.309,0.705,209564,0.521,0,"D",0.357,-8.307,"Major",0.32,133.718,"4/4",0.664
